strain_region_coarse_date	accession	date	region_coarse	strain
Slovenia-MPXV-11-2022_CentralEurope_2022-07-01	OP605554	2022-07-01	Central Europe	Slovenia-MPXV-11-2022
MPX/PT0120/2022_SouthernEurope_2022-07-13	OP245353	2022-07-13	Southern Europe	MPX/PT0120/2022
RNA_6f81vv_CentralEurope_2022-08-09	OX297403	2022-08-09	Central Europe	RNA_6f81vv
RNA_pyesyu_CentralEurope_2022-07-20	OX261749	2022-07-20	Central Europe	RNA_pyesyu
Monkeypox/PT0341/2022_SouthernEurope_2022-05-27	OP414370	2022-05-27	Southern Europe	Monkeypox/PT0341/2022
Monkeypox/PT0010/2022_SouthernEurope_2022-05-15	ON585036	2022-05-15	Southern Europe	Monkeypox/PT0010/2022
MPXV/Germany/2022/ON/RKI510_WesternEurope_2022-10-01	OP689663	2022-10-01	Western Europe	MPXV/Germany/2022/ON/RKI510
MPXV/Germany/2022/RKI195_WesternEurope_2022-08-01	OP215237	2022-08-01	Western Europe	MPXV/Germany/2022/RKI195
hMPXV/Austria/MUW1540386/2022_WesternEurope_2022-08-08	OP422343	2022-08-08	Western Europe	hMPXV/Austria/MUW1540386/2022
hMPXV/Austria/MUW1533948/2022_WesternEurope_2022-07-13	OP422340	2022-07-13	Western Europe	hMPXV/Austria/MUW1533948/2022
MPXV/Germany/2022/RKI243_WesternEurope_2022-08-01	OP215206	2022-08-01	Western Europe	MPXV/Germany/2022/RKI243
MpxV/Spain/MD-HGUGM-6642566/2022_SouthernEurope_2022-06-21	ON927243	2022-06-21	Southern Europe	MpxV/Spain/MD-HGUGM-6642566/2022
Monkeypox/PT0307/2022_SouthernEurope_2022-06-07	OP414341	2022-06-07	Southern Europe	Monkeypox/PT0307/2022
Monkeypox/PT0241/2022_SouthernEurope_2022-06-21	OP414285	2022-06-21	Southern Europe	Monkeypox/PT0241/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00218/2022_NorthAmerica_2022-10-05	OP680496	2022-10-05	North America	Monkeypox virus/Human/USA/CA-LACPHL-MA00218/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00211/2022_NorthAmerica_2022-09-30	OP680489	2022-09-30	North America	Monkeypox virus/Human/USA/CA-LACPHL-MA00211/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00264/2022_NorthAmerica_2022-09-07	OP748950	2022-09-07	North America	Monkeypox virus/Human/USA/CA-LACPHL-MA00264/2022
MPXV/Human/USA/CA-CDPH-MPX000009/2022_NorthAmerica_2022-06-30	OP580156	2022-06-30	North America	MPXV/Human/USA/CA-CDPH-MPX000009/2022
Monkeypox/PT0591/2022_SouthernEurope_2022-09-13	OP555658	2022-09-13	Southern Europe	Monkeypox/PT0591/2022
Monkeypox/PT0136/2022_SouthernEurope_2022-07-10	OP324459	2022-07-10	Southern Europe	Monkeypox/PT0136/2022
MPXV/Germany/2022/ON/RKI450_WesternEurope_2022-09-01	OP615327	2022-09-01	Western Europe	MPXV/Germany/2022/ON/RKI450
MPXV/Germany/2022/ON/RKI316_WesternEurope_2022-09-01	OP494263	2022-09-01	Western Europe	MPXV/Germany/2022/ON/RKI316
Monkeypox/PT0593/2022_SouthernEurope_2022-09-14	OP555660	2022-09-14	Southern Europe	Monkeypox/PT0593/2022
MPXV/Germany/2022/RKI367_WesternEurope_2022-09-30	OP484688	2022-09-30	Western Europe	MPXV/Germany/2022/RKI367
Slovenia-MPXV-32-2022_CentralEurope_2022-07-25	OP605574	2022-07-25	Central Europe	Slovenia-MPXV-32-2022
Slovenia-MPXV-21-2022_CentralEurope_2022-07-25	OP605563	2022-07-25	Central Europe	Slovenia-MPXV-21-2022
hMPXV/Austria/MUW1533374/2022_WesternEurope_2022-07-11	OP133004	2022-07-11	Western Europe	hMPXV/Austria/MUW1533374/2022
hMPXV/Austria/MUW1531848/2022_WesternEurope_2022-07-05	OP133005	2022-07-05	Western Europe	hMPXV/Austria/MUW1531848/2022
MPXV/Germany/2022/RKI592_WesternEurope_2022-10-01	OP837354	2022-10-01	Western Europe	MPXV/Germany/2022/RKI592
MPXV/Germany/2022/RKI571_WesternEurope_2022-10-01	OP764629	2022-10-01	Western Europe	MPXV/Germany/2022/RKI571
MPXV/Germany/2022/RKI430_WesternEurope_2022-09-01	OP594194	2022-09-01	Western Europe	MPXV/Germany/2022/RKI430
MPXV/Germany/2022/RKI263_WesternEurope_2022-08-24	OP215282	2022-08-24	Western Europe	MPXV/Germany/2022/RKI263
Monkeypox/PT0426/2022_SouthernEurope_2022-07-31	OP555513	2022-07-31	Southern Europe	Monkeypox/PT0426/2022
Monkeypox/PT0373/2022_SouthernEurope_2022-07-05	OP555469	2022-07-05	Southern Europe	Monkeypox/PT0373/2022
RNA_613pzg_CentralEurope_2022-07-25	OX291435	2022-07-25	Central Europe	RNA_613pzg
RNA_4137vi_CentralEurope_2022-07-25	OX291424	2022-07-25	Central Europe	RNA_4137vi
RNA_3mjv89_CentralEurope_2022-08-31	OX336038	2022-08-31	Central Europe	RNA_3mjv89
RNA_1zagge_CentralEurope_2022-08-01	OX291694	2022-08-01	Central Europe	RNA_1zagge
Monkeypox/PT0575/2022_SouthernEurope_2022-09-06	OP555646	2022-09-06	Southern Europe	Monkeypox/PT0575/2022
Monkeypox/PT0571/2022_SouthernEurope_2022-09-05	OP555642	2022-09-05	Southern Europe	Monkeypox/PT0571/2022
Monkeypox/PT0565/2022_SouthernEurope_2022-09-05	OP555636	2022-09-05	Southern Europe	Monkeypox/PT0565/2022
MPXV/Germany/2022/ON/RKI449_WesternEurope_2022-09-01	OP615325	2022-09-01	Western Europe	MPXV/Germany/2022/ON/RKI449
RNA_3es490_CentralEurope_2022-07-25	OX291780	2022-07-25	Central Europe	RNA_3es490
RNA_19d8oi_CentralEurope_2022-08-01	OX291676	2022-08-01	Central Europe	RNA_19d8oi
Monkeypox/PT0269/2022_SouthernEurope_2022-06-15	OP414309	2022-06-15	Southern Europe	Monkeypox/PT0269/2022
Monkeypox/PT0149/2022_SouthernEurope_2022-07-06	OP324466	2022-07-06	Southern Europe	Monkeypox/PT0149/2022
Monkeypox/PT0171/2022_SouthernEurope_2022-07-02	OP324486	2022-07-02	Southern Europe	Monkeypox/PT0171/2022
hMpxV/Human/USA/IL-RIPHL-MPXV_10006/2022_NorthAmerica_2022-08-08	OP820455	2022-08-08	North America	hMpxV/Human/USA/IL-RIPHL-MPXV_10006/2022
MPXV-USA-IL-IDPH-059_NorthAmerica_2022-07-06	OP536720	2022-07-06	North America	MPXV-USA-IL-IDPH-059
MPXV/Germany/2022/RKI287_WesternEurope_2022-08-31	OP270476	2022-08-31	Western Europe	MPXV/Germany/2022/RKI287
MPXV_USA_2022_NJ0005_NorthAmerica_2022-08-01	OP687938	2022-08-01	North America	MPXV_USA_2022_NJ0005
Monkeypox/PT0321/2022_SouthernEurope_2022-06-04	OP414353	2022-06-04	Southern Europe	Monkeypox/PT0321/2022
Monkeypox/PT0008/2022_SouthernEurope_2022-05-15	ON585038	2022-05-15	Southern Europe	Monkeypox/PT0008/2022
MPXV/Germany/2022/RKI298_WesternEurope_2022-08-31	OP339855	2022-08-31	Western Europe	MPXV/Germany/2022/RKI298
MPXV/Germany/2022/RKI582_WesternEurope_2022-06-15	OP837344	2022-06-15	Western Europe	MPXV/Germany/2022/RKI582
MPXV/Germany/2022/RKI090_WesternEurope_2022-06-25	ON853670	2022-06-25	Western Europe	MPXV/Germany/2022/RKI090
hMPXV/Austria/MUW1536480/2022_WesternEurope_2022-07-22	OP133007	2022-07-22	Western Europe	hMPXV/Austria/MUW1536480/2022
Monkeypox/PT0542/2022_SouthernEurope_2022-08-23	OP555613	2022-08-23	Southern Europe	Monkeypox/PT0542/2022
Monkeypox/PT0512/2022_SouthernEurope_2022-08-16	OP555584	2022-08-16	Southern Europe	Monkeypox/PT0512/2022
MPXV_UK_2022_3_WesternEurope_2022-05-04	ON619837	2022-05-04	Western Europe	MPXV_UK_2022_3
MpxV/human/CAN/UN-NML-3164/2022_NorthAmerica_2022-05-29	OP013002	2022-05-29	North America	MpxV/human/CAN/UN-NML-3164/2022
MpxV/human/CAN/UN-NML-2831/2022_NorthAmerica_2022-05-14	OP013001	2022-05-14	North America	MpxV/human/CAN/UN-NML-2831/2022
MpxV/human/USA/WA-UW-090134/2022_NorthAmerica_2022-09-01	OP743984	2022-09-01	North America	MpxV/human/USA/WA-UW-090134/2022
MpxV/human/USA/WA-UW-087291/2022_NorthAmerica_2022-08-01	OP628472	2022-08-01	North America	MpxV/human/USA/WA-UW-087291/2022
MpxV/human/USA/WA-UW-106624/2022_NorthAmerica_2022-10-01	OP747062	2022-10-01	North America	MpxV/human/USA/WA-UW-106624/2022
MpxV/human/USA/WA-UW-096136/2022_NorthAmerica_2022-09-17	OP743976	2022-09-17	North America	MpxV/human/USA/WA-UW-096136/2022
9000220_NCPV_1703_WesternEurope_2022-05-14	OP394229	2022-05-14	Western Europe	9000220_NCPV_1703
MPX_rYdyAi_9000329_WesternEurope_2022-08-01	OP415267	2022-08-01	Western Europe	MPX_rYdyAi_9000329
MPX_UbfBKN_9000238_WesternEurope_2022-07-30	OP415212	2022-07-30	Western Europe	MPX_UbfBKN_9000238
MPXV/Germany/2022/RKI480_WesternEurope_2022-07-01	OP626118	2022-07-01	Western Europe	MPXV/Germany/2022/RKI480
MPXV/Germany/2022/RKI572_WesternEurope_2022-06-30	OP837334	2022-06-30	Western Europe	MPXV/Germany/2022/RKI572
MPXV/Germany/2022/RKI265_WesternEurope_2022-08-01	OP215284	2022-08-01	Western Europe	MPXV/Germany/2022/RKI265
MPXV/Germany/2022/RKI189_WesternEurope_2022-08-01	OP215231	2022-08-01	Western Europe	MPXV/Germany/2022/RKI189
MPXV/Human/USA/CA-LACPHL-MA00294/2022_NorthAmerica_2022-10-06	OP890552	2022-10-06	North America	MPXV/Human/USA/CA-LACPHL-MA00294/2022
VAC_INS_MPX_0958_L_SouthAmerica_2022-10-13	OP819952	2022-10-13	South America	VAC_INS_MPX_0958_L
VAC_INS_MPX_1052_E_SouthAmerica_2022-10-25	OP837471	2022-10-25	South America	VAC_INS_MPX_1052_E
VAC_INS_MPX_0965_EL_SouthAmerica_2022-10-12	OP819956	2022-10-12	South America	VAC_INS_MPX_0965_EL
VAC_INS_MPX_0965_HL_SouthAmerica_2022-10-12	OP819957	2022-10-12	South America	VAC_INS_MPX_0965_HL
MPX/Human/USA/CA-LACPHL-MA00235/2022_NorthAmerica_2022-07-13	OP722494	2022-07-13	North America	MPX/Human/USA/CA-LACPHL-MA00235/2022
MPXV_USA_2022_VA0003_NorthAmerica_2022-06-25	OP303797	2022-06-25	North America	MPXV_USA_2022_VA0003
MPXV/Human/USA/UT-UPHL-82200060/2024_NorthAmerica_2022-07-08	OP743360	2022-07-08	North America	MPXV/Human/USA/UT-UPHL-82200060/2024
MPXV_USA_2022_VA0007_NorthAmerica_2022-06-25	OP378710	2022-06-25	North America	MPXV_USA_2022_VA0007
MPXV_USA_2022_VA0008_NorthAmerica_2022-06-25	OP378711	2022-06-25	North America	MPXV_USA_2022_VA0008
MPXV/Human/USA/CA-LACPHL-MA00346/2022_NorthAmerica_2022-10-05	OP920684	2022-10-05	North America	MPXV/Human/USA/CA-LACPHL-MA00346/2022
Monkeypox/PT0424/2022_SouthernEurope_2022-08-01	OP555512	2022-08-01	Southern Europe	Monkeypox/PT0424/2022
Monkeypox/PT0435/2022_SouthernEurope_2022-08-02	OP555520	2022-08-02	Southern Europe	Monkeypox/PT0435/2022
Monkeypox/PT0574/2022_SouthernEurope_2022-09-06	OP555645	2022-09-06	Southern Europe	Monkeypox/PT0574/2022
Monkeypox/PT0534/2022_SouthernEurope_2022-08-23	OP555605	2022-08-23	Southern Europe	Monkeypox/PT0534/2022
MPXV/ITM_pt_05/Belgium/30-May-2022_WesternEurope_2022-05-30	OP144215	2022-05-30	Western Europe	MPXV/ITM_pt_05/Belgium/30-May-2022
MPXV/ITM_pt_24/Belgium/16-Jun-2022_WesternEurope_2022-06-16	OP144213	2022-06-16	Western Europe	MPXV/ITM_pt_24/Belgium/16-Jun-2022
MPXV/ITM_pt_07/Belgium/30-May-2022_WesternEurope_2022-05-30	OP144216	2022-05-30	Western Europe	MPXV/ITM_pt_07/Belgium/30-May-2022
MPXV/ITM_pt_09/Belgium/2-Jun-2022_WesternEurope_2022-06-02	OP144217	2022-06-02	Western Europe	MPXV/ITM_pt_09/Belgium/2-Jun-2022
MPXV/ITM_pt_10/Belgium/1-Jun-2022_WesternEurope_2022-06-01	OP144211	2022-06-01	Western Europe	MPXV/ITM_pt_10/Belgium/1-Jun-2022
MpxV/Spain/MD-HGUGM-6532064/2022_SouthernEurope_2022-05-27	ON720849	2022-05-27	Southern Europe	MpxV/Spain/MD-HGUGM-6532064/2022
MPXV/ES0001/HUGTiP/2022_SouthernEurope_2022-05-20	ON622718	2022-05-20	Southern Europe	MPXV/ES0001/HUGTiP/2022
hMpxV/UK/LMO-026a/2022_WesternEurope_2022-07-01	OP390194	2022-07-01	Western Europe	hMpxV/UK/LMO-026a/2022
MPXV/Germany/2022/RKI190_WesternEurope_2022-08-01	OP215232	2022-08-01	Western Europe	MPXV/Germany/2022/RKI190
MPXV/Germany/2022/RKI358_WesternEurope_2022-09-01	OP484679	2022-09-01	Western Europe	MPXV/Germany/2022/RKI358
MPXV/Germany/2022/RKI134_WesternEurope_2022-07-01	ON929089	2022-07-01	Western Europe	MPXV/Germany/2022/RKI134
NJ-MPXV-044_NorthAmerica_2022-07-21	OP879758	2022-07-21	North America	NJ-MPXV-044
MPXV_USA_2022_NY0028_NorthAmerica_2022-06-13	OP378701	2022-06-13	North America	MPXV_USA_2022_NY0028
MpxV/human/CAN/UN-NML-3972/2022_NorthAmerica_2022-07-04	OP270022	2022-07-04	North America	MpxV/human/CAN/UN-NML-3972/2022
hMPXV-IHU00008_WesternEurope_2022-07-05	OP382485	2022-07-05	Western Europe	hMPXV-IHU00008
MPXV_USA_2022_NE0002_NorthAmerica_2022-07-01	OP303792	2022-07-01	North America	MPXV_USA_2022_NE0002
MPXV_USA_2022_NE0001_NorthAmerica_2022-06-16	OP303791	2022-06-16	North America	MPXV_USA_2022_NE0001
INMI-Pt4_SouthernEurope_2022-05-21	ON780017	2022-05-21	Southern Europe	INMI-Pt4
MPXV_USA_2022_GA001_NorthAmerica_2022-05-21	OP150925	2022-05-21	North America	MPXV_USA_2022_GA001
hMPXV-CH-38347314/2022_WesternEurope_2022-06-08	OP783902	2022-06-08	Western Europe	hMPXV-CH-38347314/2022
hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022_WesternEurope_2022-06-02	ON792322	2022-06-02	Western Europe	hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022
Monkeypox/PT0579/2022_SouthernEurope_2022-09-10	OP555650	2022-09-10	Southern Europe	Monkeypox/PT0579/2022
SIC-AOUP-UNIPA_VL_9aug_SouthernEurope_2022-08-09	OP358276	2022-08-09	Southern Europe	SIC-AOUP-UNIPA_VL_9aug
MPXV/Germany/2022/RKI140_WesternEurope_2022-07-31	ON959149	2022-07-31	Western Europe	MPXV/Germany/2022/RKI140
hMpxV/USA/CA-CDPH-000055/2022_NorthAmerica_2022-10-07	OP863229	2022-10-07	North America	hMpxV/USA/CA-CDPH-000055/2022
hMPXV/Austria/MUW1538395/2022_WesternEurope_2022-08-01	OP422341	2022-08-01	Western Europe	hMPXV/Austria/MUW1538395/2022
hMPXV/Austria/MUW1539124/2022_WesternEurope_2022-08-02	OP422342	2022-08-02	Western Europe	hMPXV/Austria/MUW1539124/2022
Monkeypox/PT0580/2022_SouthernEurope_2022-09-09	OP555651	2022-09-09	Southern Europe	Monkeypox/PT0580/2022
Monkeypox/PT0567/2022_SouthernEurope_2022-09-03	OP555638	2022-09-03	Southern Europe	Monkeypox/PT0567/2022
Monkeypox/PT0578/2022_SouthernEurope_2022-09-12	OP555649	2022-09-12	Southern Europe	Monkeypox/PT0578/2022
Monkeypox/PT0568/2022_SouthernEurope_2022-09-02	OP555639	2022-09-02	Southern Europe	Monkeypox/PT0568/2022
ANT-LDSP-ANT-MPX-23596-O_SouthAmerica_2022-08-29	OP459211	2022-08-29	South America	ANT-LDSP-ANT-MPX-23596-O
hMpxV/UK/LMO-029a/2022_WesternEurope_2022-07-07	OP390195	2022-07-07	Western Europe	hMpxV/UK/LMO-029a/2022
SAN_INS_MPX_0971_L_SouthAmerica_2022-10-11	OP819959	2022-10-11	South America	SAN_INS_MPX_0971_L
CUN_INS_MPX_0649_C_SouthAmerica_2022-08-23	OP693651	2022-08-23	South America	CUN_INS_MPX_0649_C
DC_INS_MPX_0082_L_SouthAmerica_2022-08-08	OP693647	2022-08-08	South America	DC_INS_MPX_0082_L
VAC_INS_MPX_0960_L_SouthAmerica_2022-10-15	OP819953	2022-10-15	South America	VAC_INS_MPX_0960_L
VAC_INS_MPX_1050_E_SouthAmerica_2022-10-26	OP837470	2022-10-26	South America	VAC_INS_MPX_1050_E
VAC_INS_MPX_0957_HO_SouthAmerica_2022-10-15	OP819951	2022-10-15	South America	VAC_INS_MPX_0957_HO
MPXV_IRBA22-11_WesternEurope_2022-05-19	ON755039	2022-05-19	Western Europe	MPXV_IRBA22-11
ID6821_SouthernEurope_2022-06-21	OP838893	2022-06-21	Southern Europe	ID6821
hMPXV-IHU00004_WesternEurope_2022-07-04	OP382481	2022-07-04	Western Europe	hMPXV-IHU00004
MpxV/human/CAN/UN-NML-4017/2022_NorthAmerica_2022-07-05	OP270026	2022-07-05	North America	MpxV/human/CAN/UN-NML-4017/2022
hMPXV-IHU00009_WesternEurope_2022-07-07	OP382486	2022-07-07	Western Europe	hMPXV-IHU00009
MPXV/Germany/2022/ON/RKI375_WesternEurope_2022-09-01	OP494264	2022-09-01	Western Europe	MPXV/Germany/2022/ON/RKI375
MPXV_USA_2022_NY004_NorthAmerica_2022-05-25	ON959135	2022-05-25	North America	MPXV_USA_2022_NY004
MPXV/Germany/2022/RKI011_WesternEurope_2022-05-24	ON694342	2022-05-24	Western Europe	MPXV/Germany/2022/RKI011
MPXV_USA_2022_NY002_NorthAmerica_2022-05-24	ON959133	2022-05-24	North America	MPXV_USA_2022_NY002
MPXV/Germany/2022/RKI019_WesternEurope_2022-05-25	ON694330	2022-05-25	Western Europe	MPXV/Germany/2022/RKI019
Monkeypox/PT0573/2022_SouthernEurope_2022-09-06	OP555644	2022-09-06	Southern Europe	Monkeypox/PT0573/2022
Slovenia-MPXV-10-2022_CentralEurope_2022-07-01	OP605553	2022-07-01	Central Europe	Slovenia-MPXV-10-2022
hMPXV-IHU00016_WesternEurope_2022-07-22	OP382493	2022-07-22	Western Europe	hMPXV-IHU00016
hMPXV-IHU00015_WesternEurope_2022-07-22	OP382492	2022-07-22	Western Europe	hMPXV-IHU00015
MPXV/Human/USA/CA-LACPHL-MA00296/2022_NorthAmerica_2022-10-04	OP890530	2022-10-04	North America	MPXV/Human/USA/CA-LACPHL-MA00296/2022
BOL-UNIMOL-MPX-293633-L_SouthAmerica_2022-11-15	OP959063	2022-11-15	South America	BOL-UNIMOL-MPX-293633-L
MPXV/Human/USA/CA-CDPH-MPX000042/2022_NorthAmerica_2022-07-28	OP587263	2022-07-28	North America	MPXV/Human/USA/CA-CDPH-MPX000042/2022
BOL-UNIMOL-MPX-293614-L_SouthAmerica_2022-11-11	OP959062	2022-11-11	South America	BOL-UNIMOL-MPX-293614-L
BOL-UNIMOL-MPX-293772-L_SouthAmerica_2022-11-17	OP959064	2022-11-17	South America	BOL-UNIMOL-MPX-293772-L
SAN_INS_MPX_0973_L_SouthAmerica_2022-10-17	OP819960	2022-10-17	South America	SAN_INS_MPX_0973_L
MpxV/human/USA/WA-UW-098408/2022_NorthAmerica_2022-09-12	OP743990	2022-09-12	North America	MpxV/human/USA/WA-UW-098408/2022
MpxV/human/USA/WA-UW-092407/2022_NorthAmerica_2022-09-11	OP743974	2022-09-11	North America	MpxV/human/USA/WA-UW-092407/2022
MpxV/human/USA/WA-UW-094603/2022_NorthAmerica_2022-09-13	OP743993	2022-09-13	North America	MpxV/human/USA/WA-UW-094603/2022
MpxV/human/USA/WA-UW-109000/2022_NorthAmerica_2022-10-01	OP747058	2022-10-01	North America	MpxV/human/USA/WA-UW-109000/2022
hMPX/USA/CA-LACPHL-MA00165/2022_NorthAmerica_2022-08-01	OP580598	2022-08-01	North America	hMPX/USA/CA-LACPHL-MA00165/2022
MPXV/Germany/2022/RKI018_WesternEurope_2022-05-31	ON694335	2022-05-31	Western Europe	MPXV/Germany/2022/RKI018
DC_INS_MPX_0722_L_SouthAmerica_2022-08-23	OP693654	2022-08-23	South America	DC_INS_MPX_0722_L
Monkeypox/PT0129/2022_SouthernEurope_2022-07-12	OP324453	2022-07-12	Southern Europe	Monkeypox/PT0129/2022
BOL-UNIMOL-MPX-292803-L_SouthAmerica_2022-08-02	OP390175	2022-08-02	South America	BOL-UNIMOL-MPX-292803-L
BOL-UNIMOL-MPX-293136-L_SouthAmerica_2022-09-06	OP623591	2022-09-06	South America	BOL-UNIMOL-MPX-293136-L
BOL-UNIMOL-MPX-293064-O_SouthAmerica_2022-08-30	OP623589	2022-08-30	South America	BOL-UNIMOL-MPX-293064-O
BOL-UNIMOL-MPX-293130-L_SouthAmerica_2022-09-03	OP623590	2022-09-03	South America	BOL-UNIMOL-MPX-293130-L
CES-UNIMOL-MPX-202203848-L_SouthAmerica_2022-09-14	OP959066	2022-09-14	South America	CES-UNIMOL-MPX-202203848-L
MET_INS_MPX_0956_C_SouthAmerica_2022-10-12	OP819950	2022-10-12	South America	MET_INS_MPX_0956_C
hMPXV/Austria/MUW1531254/2022_WesternEurope_2022-07-04	OP019277	2022-07-04	Western Europe	hMPXV/Austria/MUW1531254/2022
MpxV/human/CAN/UN-NML-3607/2022_NorthAmerica_2022-06-09	OP013010	2022-06-09	North America	MpxV/human/CAN/UN-NML-3607/2022
MpxV/human/CAN/UN-NML-3907/2022_NorthAmerica_2022-06-27	OP062231	2022-06-27	North America	MpxV/human/CAN/UN-NML-3907/2022
MpxV/human/CAN/UN-NML-3450/2022_NorthAmerica_2022-06-03	ON880549	2022-06-03	North America	MpxV/human/CAN/UN-NML-3450/2022
MpxV/human/CAN/UN-NML-3542/2022_NorthAmerica_2022-06-07	OP013006	2022-06-07	North America	MpxV/human/CAN/UN-NML-3542/2022
MpxV/human/CAN/UN-NML-3817/2022_NorthAmerica_2022-06-16	OP062229	2022-06-16	North America	MpxV/human/CAN/UN-NML-3817/2022
MpxV/human/CAN/UN-NML-4150/2022_NorthAmerica_2022-07-05	OP279046	2022-07-05	North America	MpxV/human/CAN/UN-NML-4150/2022
MpxV/human/CAN/UN-NML-4014/2022_NorthAmerica_2022-07-05	OP270025	2022-07-05	North America	MpxV/human/CAN/UN-NML-4014/2022
MpxV/human/CAN/UN-NML-3975/2022_NorthAmerica_2022-07-04	OP270023	2022-07-04	North America	MpxV/human/CAN/UN-NML-3975/2022
MpxV/human/CAN/UN-NML-3971/2022_NorthAmerica_2022-07-04	OP270021	2022-07-04	North America	MpxV/human/CAN/UN-NML-3971/2022
MpxV/human/CAN/UN-NML-4050/2022_NorthAmerica_2022-07-11	OP226139	2022-07-11	North America	MpxV/human/CAN/UN-NML-4050/2022
hMPX/Human/USA/CA-LACPHL-MA00078/2022_NorthAmerica_2022-08-05	OP442539	2022-08-05	North America	hMPX/Human/USA/CA-LACPHL-MA00078/2022
MPXV/Human/USA/CA-LACPHL-MA00335/2022_NorthAmerica_2022-11-09	OP890563	2022-11-09	North America	MPXV/Human/USA/CA-LACPHL-MA00335/2022
MPXV/Human/USA/CA-LACPHL-MA00336/2022_NorthAmerica_2022-11-09	OP890564	2022-11-09	North America	MPXV/Human/USA/CA-LACPHL-MA00336/2022
MPXV/Human/USA/CA-LACPHL-MA00312/2022_NorthAmerica_2022-11-09	OP890569	2022-11-09	North America	MPXV/Human/USA/CA-LACPHL-MA00312/2022
MPXV/Human/USA/CA-LACPHL-MA00333/2022_NorthAmerica_2022-11-09	OP890561	2022-11-09	North America	MPXV/Human/USA/CA-LACPHL-MA00333/2022
MPXV/Human/USA/CA-LACPHL-MA00315/2022_NorthAmerica_2022-11-09	OP890572	2022-11-09	North America	MPXV/Human/USA/CA-LACPHL-MA00315/2022
MPXV/Human/USA/CA-LACPHL-MA00326/2022_NorthAmerica_2022-11-09	OP890554	2022-11-09	North America	MPXV/Human/USA/CA-LACPHL-MA00326/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00259/2022_NorthAmerica_2022-10-13	OP748945	2022-10-13	North America	Monkeypox virus/Human/USA/CA-LACPHL-MA00259/2022
