strain_country_date	accession	date	region_coarse	country	strain
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00394/2022_USA_2022-12-23	OQ330973	2022-12-23	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00394/2022
MPXV/Human/USA/CA-LACPHL-MA00362/2022_USA_2022-10-28	OP920700	2022-10-28	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00362/2022
MPXV/Human/USA/CA-LACPHL-MA00321/2022_USA_2022-10-27	OP890525	2022-10-27	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00321/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00395/2022_USA_2022-12-23	OQ330974	2022-12-23	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00395/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00374/2022_USA_2022-11-23	OQ331002	2022-11-23	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00374/2022
MPXV/Human/USA/CA-LACPHL-MA00357/2022_USA_2022-11-08	OP920695	2022-11-08	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00357/2022
Monkeypox/PT0381/2022_Portugal_2022-07-11	OP555477	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0381/2022
Monkeypox/PT0311/2022_Portugal_2022-06-06	OP414345	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0311/2022
Monkeypox/PT0008/2022_Portugal_2022-05-15	ON585038	2022-05-15	Southern Europe	Portugal	Monkeypox/PT0008/2022
MpxV/human/CAN/UN-NML-3336/2022_Canada_2022-06-01	ON880538	2022-06-01	North America	Canada	MpxV/human/CAN/UN-NML-3336/2022
Monkeypox/PT0229/2022_Portugal_2022-06-22	OP324538	2022-06-22	Southern Europe	Portugal	Monkeypox/PT0229/2022
Monkeypox/PT0045/2022_Portugal_2022-06-06	ON843181	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0045/2022
Monkeypox/PT0470/2022_Portugal_2022-08-08	OP555549	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0470/2022
Monkeypox/PT0215/2022_Portugal_2022-06-24	OP324525	2022-06-24	Southern Europe	Portugal	Monkeypox/PT0215/2022
Monkeypox/PT0561/2022_Portugal_2022-08-31	OP555632	2022-08-31	Southern Europe	Portugal	Monkeypox/PT0561/2022
Monkeypox/PT0497/2022_Portugal_2022-08-16	OP555571	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0497/2022
MpxV/human/USA/WA-UW-088258/2022_USA_2022-08-01	OP328311	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-088258/2022
MPXV_IRBA22-11_France_2022-05-19	ON755039	2022-05-19	Western Europe	France	MPXV_IRBA22-11
ID6821_Italy_2022-06-21	OP838893	2022-06-21	Southern Europe	Italy	ID6821
hMPXV-IHU00004_France_2022-07-04	OP382481	2022-07-04	Western Europe	France	hMPXV-IHU00004
MpxV/human/CAN/UN-NML-4017/2022_Canada_2022-07-05	OP270026	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4017/2022
MPXV-1047_France_2022-06-07	OQ172215	2022-06-07	Western Europe	France	MPXV-1047
hMPXV-IHU00009_France_2022-07-07	OP382486	2022-07-07	Western Europe	France	hMPXV-IHU00009
MPXV/Germany/2022/RKI558_Germany_2022-06-09	OP764616	2022-06-09	Western Europe	Germany	MPXV/Germany/2022/RKI558
MPXV_USA_2022_CT0002_USA_2022-07-01	OP451009	2022-07-01	North America	USA	MPXV_USA_2022_CT0002
MPXV_USA_2022_NY004_USA_2022-05-17	ON959135	2022-05-17	North America	USA	MPXV_USA_2022_NY004
MPXV/Germany/2022/RKI470_Germany_2022-07-01	OP626108	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI470
MPXV/Germany/2022/RKI387_Germany_2022-09-30	OP523989	2022-09-30	Western Europe	Germany	MPXV/Germany/2022/RKI387
MPXV/Germany/2022/RKI011_Germany_2022-05-01	ON694342	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI011
Slovenia-MPXV-10-2022_Slovenia_2022-07-01	OP605553	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-10-2022
hMPXV-IHU00016_France_2022-07-22	OP382493	2022-07-22	Western Europe	France	hMPXV-IHU00016
MPXV/Germany/2022/RKI589_Germany_2022-06-30	OP837351	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI589
MPXV/Germany/2022/ON/RKI314_Germany_2022-08-01	OP355572	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI314
hMPXV/Austria/MUW1531254/2022_Austria_2022-07-04	OP019277	2022-07-04	Western Europe	Austria	hMPXV/Austria/MUW1531254/2022
Monkeypox/PT0395/2022_Portugal_2022-07-13	OP555491	2022-07-13	Southern Europe	Portugal	Monkeypox/PT0395/2022
MPX/PT0065/2022_Portugal_2022-07-27	OP245319	2022-07-27	Southern Europe	Portugal	MPX/PT0065/2022
MpxV/human/CAN/UN-NML-3976/2022_Canada_2022-07-04	OP270024	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3976/2022
MpxV/human/CAN/UN-NML-3450/2022_Canada_2022-06-03	ON880549	2022-06-03	North America	Canada	MpxV/human/CAN/UN-NML-3450/2022
MpxV/human/CAN/UN-NML-4014/2022_Canada_2022-07-05	OP270025	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4014/2022
MpxV/human/CAN/UN-NML-3147/2022_Canada_2022-05-27	ON880528	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3147/2022
MpxV/human/CAN/UN-NML-4024/2022_Canada_2022-07-05	OP270027	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4024/2022
MpxV/human/CAN/UN-NML-3257/2022_Canada_2022-05-30	ON880533	2022-05-30	North America	Canada	MpxV/human/CAN/UN-NML-3257/2022
MpxV/human/CAN/UN-NML-3975/2022_Canada_2022-07-04	OP270023	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3975/2022
MpxV/human/CAN/UN-NML-3971/2022_Canada_2022-07-04	OP270021	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3971/2022
MpxV/human/CAN/UN-NML-4050/2022_Canada_2022-07-11	OP226139	2022-07-11	North America	Canada	MpxV/human/CAN/UN-NML-4050/2022
MpxV/Spain/MD-HGUGM-6532064/2022_Spain_2022-05-27	ON720849	2022-05-27	Southern Europe	Spain	MpxV/Spain/MD-HGUGM-6532064/2022
MPXV/ES0001/HUGTiP/2022_Spain_2022-05-20	ON622718	2022-05-20	Southern Europe	Spain	MPXV/ES0001/HUGTiP/2022
ANT-LDSP-ANT-MPX-23631-L_Colombia_2022-08-30	OP459214	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23631-L
MpxV/human/USA/WA-UW-091243/2022_USA_2022-09-24	OP681773	2022-09-24	North America	USA	MpxV/human/USA/WA-UW-091243/2022
MpxV/human/USA/WA-UW-092889/2022_USA_2022-09-24	OP681774	2022-09-24	North America	USA	MpxV/human/USA/WA-UW-092889/2022
MPXV/Germany/2022/RKI275_Germany_2022-08-31	OP263630	2022-08-31	Western Europe	Germany	MPXV/Germany/2022/RKI275
MPXV/Germany/2022/RKI203_Germany_2022-08-01	OP215211	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI203
hMPX/USA/CA-LACPHL-MA00176/2022_USA_2022-08-02	OP580609	2022-08-02	North America	USA	hMPX/USA/CA-LACPHL-MA00176/2022
hMpxV/UK/LMO-026a/2022_UnitedKingdom_2022-07-01	OP390194	2022-07-01	Western Europe	United Kingdom	hMpxV/UK/LMO-026a/2022
MPXV/Germany/2022/ON/RKI644_Germany_2022-08-01	OQ159039	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI644
MPXV/Germany/2022/RKI177_Germany_2022-07-01	OP018602	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI177
MPXV/Germany/2022/RKI190_Germany_2022-08-23	OP215232	2022-08-23	Western Europe	Germany	MPXV/Germany/2022/RKI190
MPXV/Germany/2022/RKI217_Germany_2022-08-23	OP215216	2022-08-23	Western Europe	Germany	MPXV/Germany/2022/RKI217
SAN_INS_MPX_0971_L_Colombia_2022-10-11	OP819959	2022-10-11	South America	Colombia	SAN_INS_MPX_0971_L
ANT-LDSP-ANT-MPX-23596-O_Colombia_2022-08-29	OP459211	2022-08-29	South America	Colombia	ANT-LDSP-ANT-MPX-23596-O
CUN_INS_MPX_0649_C_Colombia_2022-08-23	OP693651	2022-08-23	South America	Colombia	CUN_INS_MPX_0649_C
hMpxV/UK/LMO-029a/2022_UnitedKingdom_2022-07-07	OP390195	2022-07-07	Western Europe	United Kingdom	hMpxV/UK/LMO-029a/2022
VAC_INS_MPX_0960_C_Colombia_2022-10-15	OP819954	2022-10-15	South America	Colombia	VAC_INS_MPX_0960_C
LBMB-UTP_MP-021_VAC_Colombia_2022-11-11	OQ148473	2022-11-11	South America	Colombia	LBMB-UTP_MP-021_VAC
ANT-LDSP-ANT-MPX-24594-L_Colombia_2022-09-07	OP642378	2022-09-07	South America	Colombia	ANT-LDSP-ANT-MPX-24594-L
VAC_INS_MPX_1050_E_Colombia_2022-10-26	OP837470	2022-10-26	South America	Colombia	VAC_INS_MPX_1050_E
LBMB-UTP_MP-014_VAC_Colombia_2022-11-11	OQ148468	2022-11-11	South America	Colombia	LBMB-UTP_MP-014_VAC
VAC_INS_MPX_1050_C_Colombia_2022-10-26	OP837481	2022-10-26	South America	Colombia	VAC_INS_MPX_1050_C
ANT-LDSP-ANT-MPX-28292C_Colombia_2022-10-13	OQ261702	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28292C
VAC_INS_MPX_0962_C_Colombia_2022-10-13	OP819955	2022-10-13	South America	Colombia	VAC_INS_MPX_0962_C
VAC_INS_MPX_0955_C_Colombia_2022-10-11	OP819949	2022-10-11	South America	Colombia	VAC_INS_MPX_0955_C
MPXV/Human/USA/CA-LACPHL-MA00309/2022_USA_2022-11-09	OP890566	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00309/2022
MPXV/Human/USA/CA-LACPHL-MA00335/2022_USA_2022-11-09	OP890563	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00335/2022
MPXV/Human/USA/CA-LACPHL-MA00328/2022_USA_2022-11-09	OP890556	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00328/2022
MPXV/Human/USA/CA-LACPHL-MA00330/2022_USA_2022-11-09	OP890558	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00330/2022
MPXV/Human/USA/CA-LACPHL-MA00336/2022_USA_2022-11-09	OP890564	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00336/2022
MPXV/Human/USA/CA-LACPHL-MA00316/2022_USA_2022-11-09	OP890573	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00316/2022
MPXV/Human/USA/CA-LACPHL-MA00312/2022_USA_2022-11-09	OP890569	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00312/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00391/2022_USA_2022-12-19	OQ330999	2022-12-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00391/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00401/2022_USA_2022-12-19	OQ331000	2022-12-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00401/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00400/2022_USA_2022-12-19	OQ330998	2022-12-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00400/2022
MPXV/Human/USA/CA-LACPHL-MA00318/2022_USA_2022-11-09	OP890575	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00318/2022
MPXV/Human/USA/CA-LACPHL-MA00311/2022_USA_2022-11-09	OP890568	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00311/2022
MPXV/Human/USA/CA-LACPHL-MA00320/2022_USA_2022-11-09	OP890577	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00320/2022
MPXV/Human/USA/CA-LACPHL-MA00327/2022_USA_2022-11-09	OP890555	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00327/2022
MPXV/Germany/2022/RKI529_Germany_2022-07-31	OP689682	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI529
MPXV_USA_2022_GA001_USA_2022-05-01	OP150925	2022-05-01	North America	USA	MPXV_USA_2022_GA001
MPXV/Germany/2022/ON/RKI667_Germany_2022-05-01	OQ274886	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI667
hMPXV-CH-38347314/2022_Switzerland_2022-06-08	OP783902	2022-06-08	Western Europe	Switzerland	hMPXV-CH-38347314/2022
SIC-AOUP-UNIPA_VL_9aug_Italy_2022-08-09	OP358276	2022-08-09	Southern Europe	Italy	SIC-AOUP-UNIPA_VL_9aug
INMI-Pt4_Italy_2022-05-21	ON780017	2022-05-21	Southern Europe	Italy	INMI-Pt4
hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022_Switzerland_2022-06-02	ON792322	2022-06-02	Western Europe	Switzerland	hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022
MPXV/Germany/2022/ON/RKI664_Germany_2022-05-01	OQ274883	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI664
MPXV/Germany/2022/ON/RKI666_Germany_2022-05-01	OQ274885	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI666
MPXV/Germany/2022/ON/RKI663_Germany_2022-05-01	OQ274882	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI663
MPXV/Germany/2022/RKI223_Germany_2022-08-01	OP215219	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI223
MPXV/Germany/2022/RKI521_Germany_2022-06-01	OP689674	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI521
Monkeypox/PT0527/2022_Portugal_2022-08-19	OP555598	2022-08-19	Southern Europe	Portugal	Monkeypox/PT0527/2022
Monkeypox/PT0515/2022_Portugal_2022-08-16	OP555586	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0515/2022
LBMB-UTP_MP-013_VAC_Colombia_2022-11-11	OQ148469	2022-11-11	South America	Colombia	LBMB-UTP_MP-013_VAC
ANT-LDSP-ANT-MPX-25390E_Colombia_2022-09-12	OP642416	2022-09-12	South America	Colombia	ANT-LDSP-ANT-MPX-25390E
BOL-UNIMOL-MPX-293633-L_Colombia_2022-11-15	OP959063	2022-11-15	South America	Colombia	BOL-UNIMOL-MPX-293633-L
BOL-UNIMOL-MPX-293614-L_Colombia_2022-11-11	OP959062	2022-11-11	South America	Colombia	BOL-UNIMOL-MPX-293614-L
MPXV_USA_2022_IN0005_USA_2022-06-01	OP603011	2022-06-01	North America	USA	MPXV_USA_2022_IN0005
MPXV-USA-IL-IDPH-052_USA_2022-06-25	OP536713	2022-06-25	North America	USA	MPXV-USA-IL-IDPH-052
MPXV-USA-IL-IDPH-037_USA_2022-06-17	OP536698	2022-06-17	North America	USA	MPXV-USA-IL-IDPH-037
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00364/2022_USA_2022-10-11	OQ330984	2022-10-11	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00364/2022
MAG-UNIMOL-MPX-292982-L_Colombia_2022-08-20	OP390178	2022-08-20	South America	Colombia	MAG-UNIMOL-MPX-292982-L
MPXV22/human/USA-NE-83_USA_2022-07-27	OP314957	2022-07-27	North America	USA	MPXV22/human/USA-NE-83
MPXV/Human/USA/CA-LACPHL-MA00297/2022_USA_2022-09-30	OP890531	2022-09-30	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00297/2022
BOL-UNIMOL-MPX-293772-L_Colombia_2022-11-17	OP959064	2022-11-17	South America	Colombia	BOL-UNIMOL-MPX-293772-L
CUN_INS_MPX_0751_C_Colombia_2022-09-10	OP693656	2022-09-10	South America	Colombia	CUN_INS_MPX_0751_C
MPX/Human/USA/CA-LACPHL-MA00206/2022_USA_2022-09-13	OP615279	2022-09-13	North America	USA	MPX/Human/USA/CA-LACPHL-MA00206/2022
hMPX/Human/USA/CA-LACPHL-MA00075/2022_USA_2022-08-16	OP442558	2022-08-16	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00075/2022
CUN_INS_MPX_0748_L_Colombia_2022-09-03	OP693655	2022-09-03	South America	Colombia	CUN_INS_MPX_0748_L
LIM-INS-010_Peru_2022-07-02	OP320549	2022-07-02	South America	Peru	LIM-INS-010
LIM-INS-016_Peru_2022-07-09	OP320554	2022-07-09	South America	Peru	LIM-INS-016
ANT-LDSP-ANT-MPX-26719E_Colombia_2022-09-29	OP881939	2022-09-29	South America	Colombia	ANT-LDSP-ANT-MPX-26719E
ANT-LDSP-ANT-MPX-22752-O_Colombia_2022-08-18	OP431402	2022-08-18	South America	Colombia	ANT-LDSP-ANT-MPX-22752-O
LIM-INS-012_Peru_2022-07-06	OP320552	2022-07-06	South America	Peru	LIM-INS-012
LIM-INS-013_Peru_2022-07-08	OP320553	2022-07-08	South America	Peru	LIM-INS-013
LIM-INS-003_Peru_2022-06-27	OP289783	2022-06-27	South America	Peru	LIM-INS-003
LIM-INS-018_Peru_2022-07-09	OP320551	2022-07-09	South America	Peru	LIM-INS-018
LIM-INS-021_Peru_2022-07-09	OP320555	2022-07-09	South America	Peru	LIM-INS-021
LIM-INS008_Peru_2022-07-01	OP320548	2022-07-01	South America	Peru	LIM-INS008
LIM-INS-015_Peru_2022-07-09	OP320550	2022-07-09	South America	Peru	LIM-INS-015
LIM-INS-001_Peru_2022-06-25	OP289782	2022-06-25	South America	Peru	LIM-INS-001
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00392/2022_USA_2022-12-06	OQ331003	2022-12-06	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00392/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00388/2022_USA_2022-12-10	OQ330995	2022-12-10	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00388/2022
MpxV/human/CAN/UN-NML-2836/2022_Canada_2022-05-17	ON803417	2022-05-17	North America	Canada	MpxV/human/CAN/UN-NML-2836/2022
MpxV/human/CAN/UN-NML-2833/2022_Canada_2022-05-13	ON880519	2022-05-13	North America	Canada	MpxV/human/CAN/UN-NML-2833/2022
hMpxV/USA/CA-CDPH-000052/2022_USA_2022-07-21	OP863227	2022-07-21	North America	USA	hMpxV/USA/CA-CDPH-000052/2022
hMPX/Human/USA/CA-LACPHL-MA00086/2022_USA_2022-08-01	OP442553	2022-08-01	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00086/2022
MPXV/Human/USA/CA-LACPHL-MA00305/2022_USA_2022-09-28	OP890539	2022-09-28	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00305/2022
MPXV/Human/USA/CA-LACPHL-MA00304/2022_USA_2022-09-29	OP890538	2022-09-29	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00304/2022
MpxV/human/CAN/UN-NML-4125/2022_Canada_2022-06-29	OP279041	2022-06-29	North America	Canada	MpxV/human/CAN/UN-NML-4125/2022
MpxV/human/CAN/UN-NML-4122/2022_Canada_2022-07-03	OP279040	2022-07-03	North America	Canada	MpxV/human/CAN/UN-NML-4122/2022
MpxV/human/CAN/UN-NML-3582/2022_Canada_2022-06-08	OP013008	2022-06-08	North America	Canada	MpxV/human/CAN/UN-NML-3582/2022
hMpxV/USA/CA-CDPH-000051/2022_USA_2022-07-21	OP863226	2022-07-21	North America	USA	hMpxV/USA/CA-CDPH-000051/2022
MpxV/human/CAN/UN-NML-4119/2022_Canada_2022-07-04	OP279049	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4119/2022
MpxV/human/CAN/UN-NML-4142/2022_Canada_2022-07-02	OP279044	2022-07-02	North America	Canada	MpxV/human/CAN/UN-NML-4142/2022
MpxV/human/CAN/UN-NML-4097/2022_Canada_2022-07-04	OP279034	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4097/2022
MpxV/human/CAN/UN-NML-3071/2022_Canada_2022-05-27	ON880507	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3071/2022
